time,open,high,low,close
1753114200,212.44716637,212.72605992,212.4272454,212.57665266
1753114800,212.58661314,212.72605992,212.4272454,212.46708733
1753115400,212.46708733,212.56669217,212.37744298,212.43720588
1753116000,212.43720588,212.65633653,212.2977591,212.64637605
1753116600,212.64637605,213.00993372,212.63641556,212.70613895
1753117200,212.70613895,212.84558573,212.56669217,212.69617847
1753117800,212.68621798,212.77586234,212.56669217,212.76590186
1753118400,212.77586234,212.88542767,212.66131677,212.82566476
1753119000,212.81570428,212.8655067,212.46708733,212.51688975
1753119600,212.53681072,212.66629702,212.27783813,212.4272454
1753120200,212.43720588,212.43720588,212.03878652,212.06368773
1753120800,212.05870748,212.06866797,211.6702486,211.98898409
1753121400,211.99894458,212.26787765,211.96906313,212.18819378
1753122000,212.16827281,212.4272454,212.1085099,212.41728491
1753122600,212.42226515,212.50194903,212.32764056,212.4272454
1753123200,212.44716637,212.58661314,212.15831232,212.20811475
1753123800,212.19815426,212.41728491,212.18819378,212.22305547
1753124400,212.2379962,212.24795668,211.82961635,211.84953732
1753125000,211.83957683,211.95910264,211.68020909,211.89933974
1753125600,211.88937925,211.97902361,211.71009054,211.74993247
1753126200,211.73997199,211.87443853,211.66028812,211.83957683
1753126800,211.84953732,211.8594978,211.30171069,211.34155262
1753127400,211.31167117,211.71009054,211.24194778,211.69016957
1753191000,212.2977591,212.72605992,211.40131553,212.71609944
1753191600,212.68621798,213.17428171,211.68020909,212.01886555
1753192200,212.01886555,212.84558573,211.44115747,212.74598089
1753192800,212.6762575,212.9252696,212.16827281,212.54677121
1753193400,212.54677121,212.69617847,211.84953732,212.38740346
1753194000,212.41728491,212.83562525,212.27783813,212.43720588
1753194600,212.40732443,212.75594137,212.35752201,212.54677121
1753195200,212.54677121,212.6762575,211.96906313,212.05870748
1753195800,212.05870748,212.4272454,211.88937925,212.35752201
1753196400,212.36748249,212.62645508,212.35752201,212.52685024
1753197000,212.52685024,212.59657363,212.15831232,212.45712685
1753197600,212.45712685,212.84558573,212.39736394,212.62645508
1753198200,212.6164946,212.98503251,212.09854942,212.57665266
1753198800,212.52685024,212.58661314,211.91926071,212.02882603
1753199400,212.02384579,212.44716637,212.00890506,212.43720588
1753200000,212.41728491,212.89538815,212.35254177,212.62645508
1753200600,212.6164946,212.77586234,212.45712685,212.55175145
1753201200,212.55175145,212.73602041,212.12843087,212.43720588
1753201800,212.39736394,212.62645508,212.1085099,212.19815426
1753202400,212.18819378,212.45214661,211.99894458,212.4272454
1753203000,212.43720588,212.69617847,212.34756152,212.56669217
1753203600,212.55673169,212.98005227,212.52685024,212.98005227
1753204200,212.97507202,213.12447929,212.77586234,213.07467687
1753204800,213.06471638,213.63246398,213.03483493,213.56274059
1753205400,213.55278011,213.57768132,213.13443977,213.13443977
1753206000,213.13443977,213.29380752,212.88044743,213.28384703
1753206600,213.29380752,213.29878776,212.95515106,213.01491396
1753207200,213.0198942,213.21412364,212.90534864,213.04479541
1753207800,213.04479541,213.15436074,212.59657363,212.82566476
1753208400,212.82566476,213.00495348,212.79578331,212.85554622
1753209000,212.8655067,213.31372849,212.8655067,213.303768
1753209600,213.31372849,213.36353091,213.02487445,213.03483493
1753210200,213.02487445,213.34360994,213.01491396,213.32368897
1753210800,213.303768,213.50297768,213.22408413,213.45317526
1753211400,213.45317526,213.56772083,212.98503251,213.15436074
1753212000,213.14440026,213.46313575,213.0547559,213.3386297
1753212600,213.33364945,213.50795793,213.23404461,213.33364945
